Word,tfidf
قبر,0.0
بنویسید,0.0
2005,1.3896282332820331e-05
میلان,0.0
لیورپول,0.0
خوابید،,5.128704345014602e-06
2017,5.128704345014602e-06
جی،,1.3896282332820331e-05
بانک/پمپ,1.3896282332820331e-05
بنزین/ترافیک/,1.3896282332820331e-05
قرمزه,2.0514817380058407e-05
‏موبایل,1.3896282332820331e-05
انسانه,5.128704345014602e-06
جداست,2.7792564665640662e-05
‏آخرش,1.5386113035043807e-05
خاموش,0.0
کولرها,1.3896282332820331e-05
سیا,1.3896282332820331e-05
روابط,0.0
فرزندی,5.128704345014602e-06
تیره,5.128704345014602e-06
بنیان,5.128704345014602e-06
خانواده‌های,5.128704345014602e-06
‏كاش,4.1029634760116814e-05
باباهامون,1.3896282332820331e-05
ياد,0.0
نميدن,2.7792564665640662e-05
موقعيتى,1.3896282332820331e-05
نپرسن,1.3896282332820331e-05
صمیمی,0.0
‏شب,0.0
فاتحه,1.5386113035043807e-05
تن,0.0
ويگن,2.7792564665640662e-05
گور,0.0
بلرزه,5.128704345014602e-06
دابسمش,1.5386113035043807e-05
اعتیاد,0.0
ایرانیا,0.0
‏دخترا,0.0
میرید,0.0
میشین,0.0
کنارش,0.0
پاشنه,1.0257408690029203e-05
نپوشین،آدم,1.3896282332820331e-05
کوچکتون,1.3896282332820331e-05
گرفتین,0.0
میبرین,5.128704345014602e-06
میگیری؟,5.128704345014602e-06
خدمت؟,1.3896282332820331e-05
اجرای,0.0
آکادمی,1.0257408690029203e-05
هرچی,0.0
ویگن,5.128704345014602e-06
بم,0.0
آهنگهاش,1.3896282332820331e-05
اینقدر,0.0
ارومه,1.3896282332820331e-05
میخونه,0.0
مدیر,0.0
تلویزیونِ,1.3896282332820331e-05
منوتو,5.128704345014602e-06
میگه؛,1.0257408690029203e-05
نباشید,0.0
بچه‌ها،,0.0
عملیات,0.0
ریدن,0.0
نوستالژی,0.0
موفقیت,0.0
ایستادید,1.3896282332820331e-05
گیرتون,5.128704345014602e-06
نمیاد،مراحل,1.3896282332820331e-05
بدت,0.0
نیادا,1.3896282332820331e-05
روزش,0.0
هاست,0.0
تکراری,0.0
اصحاب,1.5386113035043807e-05
کهف,0.0
_۶,1.3896282332820331e-05
بودن،,0.0
کوه،,5.128704345014602e-06
خاب,1.3896282332820331e-05
نمیشه،,0.0
غار,0.0
سیصد,0.0
خوابیدن,0.0
‏اسم,2.0514817380058407e-05
بیماریه,5.128704345014602e-06
صدجور,1.3896282332820331e-05
لگد,0.0
کتک,0.0
میشی،,3.5900930415102214e-05
خروس,0.0
سحری,0.0
7,0.0
بازه,0.0
‏واقعا,0.0
کنسرو,1.3896282332820331e-05
قطعی,0.0
حرمت‌ها,1.3896282332820331e-05
خصوصى,1.3896282332820331e-05
کسى,5.5585129331281325e-05
جلوتون,0.0
گوزید,5.128704345014602e-06
بدونید,0.0
محرم,0.0
میدونتتون,1.3896282332820331e-05
موقع‌ها,1.3896282332820331e-05
سالى,5.128704345014602e-06
آوردیم,0.0
خونه‌تکونى،,1.3896282332820331e-05
ماهواره,0.0
برداشت,0.0
زیرش,0.0
تکونش,1.5386113035043807e-05
دادى,1.3896282332820331e-05
سرجاش,0.0
سالار,0.0
حافظو,1.3896282332820331e-05
ایرانیها,1.5386113035043807e-05
بخونه,0.0
‏خستگی,1.3896282332820331e-05
جسمی,0.0
روحه،,1.3896282332820331e-05
مُردن,1.0257408690029203e-05
بچه‌ها,0.0
واس,0.0
خانواده‌ها,0.0
PS۴,1.3896282332820331e-05
آو,6.948141166410166e-05
کلنزو,1.3896282332820331e-05
نداشت,0.0
مجبورت,5.128704345014602e-06
نکنن,0.0
الدنگ,5.128704345014602e-06
همسن,0.0
کشتی,0.0
نگیری,0.0
‏بنظر,2.7792564665640662e-05
بالش,0.0
چرت,0.0
میزند,1.0257408690029203e-05
‏بزرگترین,0.0
خوشحالی،,5.128704345014602e-06
آزادی,0.0
نمیرم,0.0
تاکجابایدادامه,1.3896282332820331e-05
تهش,0.0
میشه،البته,1.3896282332820331e-05
نمیذاره,0.0
دخترایده,1.3896282332820331e-05
یجوریه,0.0
هرآن,1.3896282332820331e-05
پرفسور,5.128704345014602e-06
سمیعی,5.128704345014602e-06
عدد,0.0
۳۰۰۰۳۳,1.3896282332820331e-05
بفرستید,0.0
جراحی,0.0
مغز,0.0
رایگان,0.0
میگیرین,0.0
پنجره,0.0
واست,0.0
تکون,0.0
زیاد,0.0
نکن،,0.0
پرنده,0.0
ماشینا,0.0
دق,5.128704345014602e-06
دلی,0.0
درآوردن,0.0
‏يادمه,1.3896282332820331e-05
خواستگاريم,1.3896282332820331e-05
حرفاي,5.128704345014602e-06
سرنوشت,0.0
ساز,0.0
كوچيكه,1.3896282332820331e-05
بيا,0.0
كلاه,1.3896282332820331e-05
قرمزي,1.3896282332820331e-05
‏پسره,1.5386113035043807e-05
1.40عه,1.3896282332820331e-05
ندیدین,1.3896282332820331e-05
والا,0.0
معمولی,0.0
بذاریمت,1.3896282332820331e-05
اُپن,1.3896282332820331e-05
دیده,0.0
سگت,2.7792564665640662e-05
اسطبلِ,1.3896282332820331e-05
نمایشی,5.128704345014602e-06
میکند,0.0
اسبها,1.3896282332820331e-05
میرود,5.128704345014602e-06
میدود,1.3896282332820331e-05
‏كليد,1.3896282332820331e-05
اسرار,2.7792564665640662e-05
اينجوري,0.0
ميگوزيد,1.3896282332820331e-05
همسايه,1.0257408690029203e-05
اذيت,4.1688846998461e-05
ميشدن,4.1688846998461e-05
ميگفتن,0.0
سوال,0.0
جوابهای,1.3896282332820331e-05
میشیم؛عمو,1.3896282332820331e-05
چندمی؟دَرست,1.3896282332820331e-05
میشه؟چندماه,1.3896282332820331e-05
خدمتت,1.3896282332820331e-05
مونده؟,0.0
کیه؟,0.0
نمیارین؟,1.3896282332820331e-05
میمیری؟,1.3896282332820331e-05
میبینم,0.0
psg,1.3896282332820331e-05
نیوکمپ,5.128704345014602e-06
٣-٠,1.3896282332820331e-05
بازنده,0.0
‏حین,1.3896282332820331e-05
انباری،,1.3896282332820331e-05
واشر,1.3896282332820331e-05
سیلندر,1.3896282332820331e-05
کارکرده,1.3896282332820331e-05
29,0.0
‏مكالمه,1.3896282332820331e-05
يک,1.5386113035043807e-05
مسئول,0.0
غربی,0.0
ايرانی,1.3896282332820331e-05
‏مامانم,0.0
فرشارو,1.3896282332820331e-05
میشوره,5.128704345014602e-06
صادق,1.0257408690029203e-05
کلام,2.0514817380058407e-05
نمیزاره,0.0
فرشا,2.7792564665640662e-05
باگهای,1.3896282332820331e-05
بگوزی,1.0257408690029203e-05
شلوارو,5.128704345014602e-06
نیاری,1.3896282332820331e-05
نندازی,1.3896282332820331e-05
بوش,0.0
همراته,2.7792564665640662e-05
‏حالا,0.0
میکشید,0.0
تنم,0.0
گردنت,0.0
کبوده؟,5.128704345014602e-06
حموم,0.0
رفتن،,0.0
اومدنه,5.128704345014602e-06
عباس,0.0
جدیدی,0.0
شماعی,0.0
زاده,0.0
دروغگو,5.128704345014602e-06
دشمن,0.0
خداست,4.1688846998461e-05
راستگو,1.3896282332820331e-05
دوستش,0.0
می‌دونستید,5.128704345014602e-06
بافقی,2.7792564665640662e-05
اواخر,0.0
آروم‌تر,0.0
بوده؟,0.0
قالي,1.3896282332820331e-05
شستنم,1.3896282332820331e-05
پناهندگي,1.3896282332820331e-05
چشمانش,5.128704345014602e-06
خان,5.128704345014602e-06
انقلاب,0.0
كبير,1.3896282332820331e-05
فرانسه,0.0
دقت,0.0
کردین,0.0
مردها,0.0
رهبرهای,2.7792564665640662e-05
بهتری,0.0
سکسیسمه,1.3896282332820331e-05
زن‌ها,0.0
مدیرها,5.128704345014602e-06
ایول,0.0
دمشون,5.128704345014602e-06
گرمه؟,1.3896282332820331e-05
آزمونای,1.3896282332820331e-05
استخدامی,5.128704345014602e-06
بگیرن,0.0
کسری,2.7792564665640662e-05
بودجه,0.0
میزون,1.3896282332820331e-05
گیاهخواری,5.128704345014602e-06
قاشق,0.0
برنج,0.0
میندازم,0.0
تُنگ,1.3896282332820331e-05
توانایی,0.0
منحصر,5.128704345014602e-06
فرد,0.0
ایالت,0.0
کاتالونیا,1.3896282332820331e-05
جدایی,0.0
طرفدارای,5.128704345014602e-06
ایرانیِ,1.3896282332820331e-05
محمد,0.0
شايان,1.3896282332820331e-05
سریالای,0.0
میرسیا,1.3896282332820331e-05
خبریه؟,1.3896282332820331e-05
آمدن,5.128704345014602e-06
فصل,0.0
بهار،,1.5386113035043807e-05
آبستن,1.3896282332820331e-05
تصاویر,0.0
شکوفه,0.0
درختان,5.128704345014602e-06
خواهیم,0.0
پاکستانیه,1.3896282332820331e-05
بیرون؟,0.0
انتحار,1.3896282332820331e-05
باراول,1.3896282332820331e-05
یادگرفتم,5.128704345014602e-06
جایی،یه,1.3896282332820331e-05
ببخشید,0.0
کارت,0.0
وظیفه‌ی,0.0
ادکلن،,1.3896282332820331e-05
بی‌بو,1.3896282332820331e-05
خوشبو,1.0257408690029203e-05
است؛,5.128704345014602e-06
عنایت,5.128704345014602e-06
بفرمایید,0.0
چارشنبه,0.0
میبود,5.128704345014602e-06
فامیلایی,1.0257408690029203e-05
دینامیت,1.3896282332820331e-05
میترکوندیم,1.3896282332820331e-05
اينايى,1.0257408690029203e-05
دستشويى,2.7792564665640662e-05
فرنگى,2.7792564665640662e-05
عادى,1.3896282332820331e-05
شعار,0.0
زندگيشون,1.3896282332820331e-05
جنس,0.0
مرغوب,1.3896282332820331e-05
خارجى,2.7792564665640662e-05
حمايت,1.3896282332820331e-05
توليد,2.0514817380058407e-05
ملىه,1.3896282332820331e-05
میزنی؟,5.128704345014602e-06
ساقی,0.0
مردم؟,1.3896282332820331e-05
همکلاسیم,5.128704345014602e-06
فلشت,1.3896282332820331e-05
سنگینه؟,1.3896282332820331e-05
32,0.0
گیگه,1.3896282332820331e-05
میکس,0.0
خوووووووب,1.3896282332820331e-05
ترسناك,2.7792564665640662e-05
زني,1.0257408690029203e-05
زنيه,1.3896282332820331e-05
سوپری,0.0
سابقمو,1.3896282332820331e-05
بچه.یاد,1.3896282332820331e-05
شهریار,0.0
افتادم,0.0
همسر,0.0
نگرفتم,0.0
پیری,0.0
همکارم,5.128704345014602e-06
موهاشو,0.0
کاشته,2.7792564665640662e-05
کچله؟الان,1.3896282332820331e-05
کاشته؟فقط,1.3896282332820331e-05
متحمل,5.128704345014602e-06
اضافه,0.0
۱.یه,1.3896282332820331e-05
تلگرامی,0.0
انصافا,3.0772226070087614e-05
نویسی,0.0
دیباک,1.3896282332820331e-05
پیشاپیش,0.0
نمیدید؟,1.3896282332820331e-05
غذاهاي,1.3896282332820331e-05
بري,1.0257408690029203e-05
ميكني,0.0
بياد,0.0
جلوت,0.0
جدیدشو,1.3896282332820331e-05
کوییک,5.128704345014602e-06
کدوم,0.0
عنتری,2.7792564665640662e-05
چارپایه,1.3896282332820331e-05
لوله,2.0514817380058407e-05
گازو,0.0
نکشیدید؟,1.3896282332820331e-05
حضور,0.0
غافلگیرکننده,1.3896282332820331e-05
کارشناس,0.0
تلویزیونی,0.0
میندازن,0.0
میدیم,0.0
شارژر,3.0772226070087614e-05
وصل,0.0
باطری,5.128704345014602e-06
میشم،,0.0
کلماتتون,1.3896282332820331e-05
باشید،,0.0
بخشیده,0.0
هستنن,1.3896282332820331e-05
قرمزی,3.0772226070087614e-05
تقدیر,1.0257408690029203e-05
بشر,0.0
چاییه،علاوه,1.3896282332820331e-05
آنتی,0.0
اکسیدان,2.7792564665640662e-05
کلسترول,1.3896282332820331e-05
،مسئولیت,1.3896282332820331e-05
نخودسیاه,1.3896282332820331e-05
میکشد,0.0
غر,0.0
میکشت،,1.3896282332820331e-05
۱۳,0.0
تعطیلی,0.0
میخوری,0.0
قانون,0.0
بقای,0.0
ادبیاتی,5.128704345014602e-06
دارید،,0.0
خواید,2.7792564665640662e-05
میگوشم,1.3896282332820331e-05
میرینم؟,1.3896282332820331e-05
ملت,0.0
ببینن,0.0
‏قشنگ,2.7792564665640662e-05
شمارو,0.0
جاهای,0.0
میبره,0.0
خطر,0.0
نزدیکتر,1.3896282332820331e-05
عروس/دوماد,1.3896282332820331e-05
نشدی؟,1.3896282332820331e-05
نشده؟حالا,1.3896282332820331e-05
می‌کنی؟,0.0
نرفتی؟,5.128704345014602e-06
بچه‌دار,0.0
نشدین؟,1.3896282332820331e-05
می‌میری؟,1.3896282332820331e-05
میمونی,0.0
‏مسلمانان,1.3896282332820331e-05
مرا,0.0
‏خر,1.3896282332820331e-05
برهانهای,1.3896282332820331e-05
قاطع,0.0
جنبه,1.0257408690029203e-05
بشریته,1.3896282332820331e-05
لعن,1.3896282332820331e-05
نفرینی,1.3896282332820331e-05
‏علت,1.3896282332820331e-05
جوونای,1.5386113035043807e-05
روسی,5.128704345014602e-06
مادرشون,0.0
میزارن,0.0
بمونن,0.0
نمیرسه,0.0
یادگیریش,1.3896282332820331e-05
بویی,1.0257408690029203e-05
استشمام,0.0
اعتماده،,1.3896282332820331e-05
وفاست,1.3896282332820331e-05
‏ﯾﻪ,1.3896282332820331e-05
ﺍﻓﺴﺎﻧﻪ,1.3896282332820331e-05
ﻗﺪﯾﻤﯽ,1.3896282332820331e-05
ﻣﻴﮕﻪ,1.3896282332820331e-05
ﺍﻭﻧﺎﯾﯽ,1.3896282332820331e-05
ﮐﻪ,0.0
ﺷﺒﺎ,1.3896282332820331e-05
ﺧﻮﺍﺑﺸﻮﻥ,1.3896282332820331e-05
ﻧﻤﻴﺒﺮﻩ,1.3896282332820331e-05
ﺍﯾﻦ,1.0257408690029203e-05
ﺩﻟﻴﻠﻪ,1.3896282332820331e-05
ﺗﻮ,1.0257408690029203e-05
ﺧﻮﺍﺏِ,1.3896282332820331e-05
ﯾﻪ,5.128704345014602e-06
ﻧﻔﺮ,5.128704345014602e-06
ﺩﯾﮕﻪ،,1.3896282332820331e-05
ﺑﻴﺪﺍﺭﻥ,1.3896282332820331e-05
پاکت,0.0
تیغ,0.0
میگرفتن,0.0
ناراحتی,0.0
صداهایی,5.128704345014602e-06
درمیاوردن,1.3896282332820331e-05
بفهمیم,0.0
دردشون,0.0
‏دم,0.0
خالم,0.0
تجدید,5.128704345014602e-06
کدورت,5.128704345014602e-06
نیان,1.0257408690029203e-05
آجیلامونُ,1.3896282332820331e-05
‏ماه,5.128704345014602e-06
صیغه,1.3896282332820331e-05
بتونه,0.0
شکل,0.0
عشقم,0.0
هرجوری,1.5386113035043807e-05
میکنم،,0.0
آزاد,0.0
زیستن,1.0257408690029203e-05
ویژگیهای,5.128704345014602e-06
اسفندیه,1.3896282332820331e-05
‏يه,0.0
تنهايين,1.3896282332820331e-05
حوصلتون,0.0
مياين,2.7792564665640662e-05
ادم؟,1.3896282332820331e-05
‏ازین,2.7792564665640662e-05
کت,0.0
تک‌ها,1.3896282332820331e-05
گشاد,2.0514817380058407e-05
چوب,0.0
کبریت,2.564352172507301e-05
مردادی,1.3896282332820331e-05
مغرور,2.0514817380058407e-05
توصیف,0.0
ازنزدیک,1.3896282332820331e-05
خریدآجیل,1.3896282332820331e-05
شیرینی,0.0
اخوان,2.7792564665640662e-05
ثالث,0.0
میفرماد,1.3896282332820331e-05
‏بدي,2.7792564665640662e-05
مجازي,1.3896282332820331e-05
ك,2.0514817380058407e-05
بعضيا,2.564352172507301e-05
نميرسهــ,1.3896282332820331e-05
‏سعى,2.7792564665640662e-05
اذيتمون,1.3896282332820331e-05
بيايم،,1.3896282332820331e-05
بذاريمش,1.3896282332820331e-05
ترکیه,0.0
گرسنه,0.0
مصداقش,1.3896282332820331e-05
استخون,0.0
داداچی,5.128704345014602e-06
نمیریم,0.0
‏پیرمرده,1.3896282332820331e-05
صادقیه,1.3896282332820331e-05
بیدارم,0.0
کرج,0.0
میفهمه,0.0
نکنه,0.0
ميشد,0.0
رژيم,1.3896282332820331e-05
ُ,5.5585129331281325e-05
كني،,6.948141166410166e-05
بشي,6.948141166410166e-05
پفففف,1.3896282332820331e-05
‏بيايد,5.128704345014602e-06
اطلاعاتم,5.128704345014602e-06
كافى,1.3896282332820331e-05
تخصص,0.0
‏شک,1.3896282332820331e-05
ساقه,0.0
کویر,1.0257408690029203e-05
لوت,2.7792564665640662e-05
کافه‌ها,1.0257408690029203e-05
یجوری,0.0
حلق,1.0257408690029203e-05
نچینید,5.128704345014602e-06
صحبتا,1.3896282332820331e-05
بغلی,0.0
تفاهم,0.0
3تا,2.7792564665640662e-05
کفشو,0.0
ارزونتر,0.0
میده،یارو,1.3896282332820331e-05
ممد,0.0
داف,0.0
ریدی,0.0
قیمتا,0.0
مادرين,1.3896282332820331e-05
بچتون,1.5386113035043807e-05
شعراى,1.3896282332820331e-05
كلاس,0.0
كاراته,1.3896282332820331e-05
ازتون,0.0
عاجزانه,5.128704345014602e-06
خواهش,0.0
ايام,1.3896282332820331e-05
پيش,0.0
مليجك,1.3896282332820331e-05
نكنين,1.3896282332820331e-05
بلندا,1.3896282332820331e-05
نردبون,5.128704345014602e-06
داریم،,0.0
مسئولیتش,1.3896282332820331e-05
درسی,0.0
۹۵,0.0
جانی,5.128704345014602e-06
گمان,5.128704345014602e-06
صادقانه,0.0
داشتنه,1.3896282332820331e-05
پنکه,1.0257408690029203e-05
کامران,1.5386113035043807e-05
هومن,0.0
بردارى,1.3896282332820331e-05
نمیگم,0.0
دماغ,0.0
نکنید،به,1.3896282332820331e-05
ربطی,0.0
دکترها,1.3896282332820331e-05
اثری,5.128704345014602e-06
بسیاری,0.0
معتقدند,0.0
شاهکار,5.128704345014602e-06
ملکی,0.0
پاریسن,5.128704345014602e-06
ژرمن,0.0
فردای,0.0
نشسته‌اند,1.3896282332820331e-05
انگشت,0.0
دسته,0.0
مبل,0.0
می‌زند,1.0257408690029203e-05
بابای,0.0
بله،کارم,1.3896282332820331e-05
عاشقیست,1.3896282332820331e-05
سرای,1.0257408690029203e-05
گمشو,0.0
مقایسه,0.0
شکر,0.0
کوکاکولا,0.0
زیرو,0.0
اصلن,1.5386113035043807e-05
موهاش,0.0
زلف,6.948141166410166e-05
باد,0.0
مده,2.7792564665640662e-05
ندهی,1.3896282332820331e-05
بادم,5.128704345014602e-06
هیئته,1.3896282332820331e-05
بیوش,2.7792564665640662e-05
ترینر,1.3896282332820331e-05
مخالفن,1.3896282332820331e-05
میفهمن,0.0
وضع,0.0
کجا,0.0
″بودجه,1.3896282332820331e-05
کلاه‌قرمزی,1.3896282332820331e-05
تامین,0.0
میکنم″,1.3896282332820331e-05
می‌تونه,0.0
انتخاباتی,1.0257408690029203e-05
آشناهامون,2.7792564665640662e-05
شکلات,0.0
توو,0.0
قند,0.0
مُرد,0.0
نداريم,3.0772226070087614e-05
چادر,0.0
گلي,1.3896282332820331e-05
تجاوز,5.128704345014602e-06
میفتاد,0.0
گذاری,0.0
ضامن,1.0257408690029203e-05
چك,1.0257408690029203e-05
كارمندى,1.3896282332820331e-05
٥تومن,1.3896282332820331e-05
وام,0.0
بانك,0.0
درمان,0.0
نوزادش,1.3896282332820331e-05
بيمارى,1.0257408690029203e-05
نتونسته,1.0257408690029203e-05
برگردونه,0.0
ميليون,2.0514817380058407e-05
نزول,0.0
چيه؟,1.0257408690029203e-05
داری،,0.0
تاوان,1.0257408690029203e-05
آنقدر,0.0
مردود,1.3896282332820331e-05
آخریا,5.128704345014602e-06
آموزشگاه,5.128704345014602e-06
حین,0.0
مسافر,0.0
کشی,0.0
چنده,1.0257408690029203e-05
سوزنی,2.7792564665640662e-05
تکرار,0.0
سوالات,0.0
نگرفتی,1.5386113035043807e-05
سکوی,5.128704345014602e-06
سومه,1.0257408690029203e-05
سازشو,1.3896282332820331e-05
میفروشه,0.0
همسفر,5.128704345014602e-06
کسیه,0.0
نخواد,0.0
ميذارن,1.5386113035043807e-05
استوري,3.0772226070087614e-05
فورا,1.3896282332820331e-05
ريپلاي,1.3896282332820331e-05
ميدم,5.128704345014602e-06
بسيار,5.128704345014602e-06
شاد,0.0
ميشم,5.128704345014602e-06
اعداد,0.0
سنمون،,1.3896282332820331e-05
نمره,0.0
هامون،,1.3896282332820331e-05
لامصب،,1.3896282332820331e-05
عینکمون،,1.3896282332820331e-05
فالورامون,1.3896282332820331e-05
اجراى,1.3896282332820331e-05
دكوراسيون,1.3896282332820331e-05
داخلى,1.3896282332820331e-05
محسوب,0.0
فرودگاه,0.0
امام؛,1.3896282332820331e-05
ميگفت,0.0
ديپلم,2.7792564665640662e-05
ليسانس,1.3896282332820331e-05
الانه,5.128704345014602e-06
ابتدايى,1.3896282332820331e-05
ميكردى,1.3896282332820331e-05
داشتى,5.128704345014602e-06
ساختن,0.0
چراغای,1.3896282332820331e-05
اپ,0.0
کرد.اگه,1.3896282332820331e-05
میشدوقت,1.3896282332820331e-05
محتویات,0.0
مثانه,5.128704345014602e-06
آپلود,1.3896282332820331e-05
عالی,0.0
میذارن,0.0
4صبح,1.3896282332820331e-05
بنویسن,0.0
نمیبرد,5.128704345014602e-06
تلاششو,1.3896282332820331e-05
محکم,0.0
ژیار,1.3896282332820331e-05
گل،,5.128704345014602e-06
پناه,1.0257408690029203e-05
بهمن،,1.3896282332820331e-05
بهزاد,2.7792564665640662e-05
بلور,1.0257408690029203e-05
اسكرين,2.7792564665640662e-05
شات,0.0
اومده،,0.0
بركت,1.3896282332820331e-05
حرفا,0.0
آدمای,0.0
مشکلاتشون,1.0257408690029203e-05
حروف,5.128704345014602e-06
کاف،,1.3896282332820331e-05
میم،,1.3896282332820331e-05
سالگى,0.0
كمه،,1.3896282332820331e-05
اونقد,0.0
ميتونى,4.1688846998461e-05
چيزا,1.5386113035043807e-05
اهميت,5.128704345014602e-06
بشى,2.7792564665640662e-05
نياريد,5.128704345014602e-06
بياريد،,1.3896282332820331e-05
تك,0.0
فرزندى,1.3896282332820331e-05
ظلم,5.128704345014602e-06
بزرگيه،,1.3896282332820331e-05
فكرى,1.3896282332820331e-05
شلوغی,0.0
اطرافتون,5.128704345014602e-06
ننازید,1.3896282332820331e-05
۱۰تا,1.3896282332820331e-05
پونصدی,5.128704345014602e-06
جمعش,0.0
همونه،,1.3896282332820331e-05
دعاى,2.7792564665640662e-05
تحويلم,1.3896282332820331e-05
بامزه,2.0514817380058407e-05
عيدش,1.3896282332820331e-05
دخترى,2.7792564665640662e-05
نگيره,5.128704345014602e-06
ببخشيد,2.7792564665640662e-05
جاذبه,1.0257408690029203e-05
گردشگرى,1.3896282332820331e-05
شهرين؟,1.3896282332820331e-05
مرض,0.0
کاشکی,0.0
برگردیم,0.0
خونه،,0.0
بابامون,1.5386113035043807e-05
هرچقد,1.0257408690029203e-05
خواستن,0.0
عمد,0.0
نیستیم,0.0
وابستمون,1.3896282332820331e-05
شمام,0.0
الفباى,1.3896282332820331e-05
اينگليسى,1.3896282332820331e-05
اينجورى,5.128704345014602e-06
گرفتين,2.7792564665640662e-05
A,0.0
B,2.7792564665640662e-05
C,1.0257408690029203e-05
D,5.128704345014602e-06
E,2.0514817380058407e-05
F,1.3896282332820331e-05
G,5.128704345014602e-06
H,1.3896282332820331e-05
I,1.0257408690029203e-05
J,1.3896282332820331e-05
K,1.3896282332820331e-05
elemenopi,1.3896282332820331e-05
Q,1.3896282332820331e-05
R,1.3896282332820331e-05
S,1.3896282332820331e-05
T,5.128704345014602e-06
U,5.128704345014602e-06
V,1.3896282332820331e-05
W,5.128704345014602e-06
X,5.128704345014602e-06
Y,1.3896282332820331e-05
Z,1.3896282332820331e-05
اينجوريم؟,1.3896282332820331e-05
دماغت,0.0
میمالی,1.3896282332820331e-05
سيزده,9.727397632974232e-05
فروردين,0.0
ميخورم,1.0257408690029203e-05
ميرم,0.0
بههه,2.7792564665640662e-05
هااااال,1.3896282332820331e-05
شماااه,1.3896282332820331e-05
چطورهههههه،,1.3896282332820331e-05
هوووب,1.3896282332820331e-05
هستييييد؟,1.3896282332820331e-05
‏بعدا,5.128704345014602e-06
دستگاهی,1.3896282332820331e-05
نارنج,5.128704345014602e-06
پندار,5.128704345014602e-06
کبد,1.3896282332820331e-05
درآوردم,0.0
شستم,5.128704345014602e-06
‏همسایه‌مون,1.3896282332820331e-05
پارس,0.0
شکایت,0.0
تکست,1.5386113035043807e-05
سراغتو,1.3896282332820331e-05
‏سالی,1.3896282332820331e-05
نکوست,1.3896282332820331e-05
بهارش,1.3896282332820331e-05
پیداست,1.3896282332820331e-05
‏خوش,0.0
حالتون,0.0
میتونید,0.0
تُف,5.128704345014602e-06
‏ابراز,5.128704345014602e-06
داریوش,0.0
برگشتی,0.0
‏روانی,1.3896282332820331e-05
راحتیا,5.128704345014602e-06
اکیپی,5.128704345014602e-06
‏ماشین,2.7792564665640662e-05
قرنی,1.0257408690029203e-05
پیچید,1.0257408690029203e-05
کریمخان,1.0257408690029203e-05
بی‌حرکت,2.7792564665640662e-05
افسر,1.5386113035043807e-05
‏طوطی,1.3896282332820331e-05
کتاباتو,1.3896282332820331e-05
‏بدیِ,1.3896282332820331e-05
متوجهش,5.128704345014602e-06
‏گوشیم,5.128704345014602e-06
پررو,5.128704345014602e-06
میکنه،آلارم,1.3896282332820331e-05
آخه؟فقط,1.3896282332820331e-05
دخالت,0.0
معدن؟,1.3896282332820331e-05
زیباترین,0.0
موجودات,0.0
دختربچه,0.0
5ساله,1.3896282332820331e-05
قرص,0.0
پرشکى,1.3896282332820331e-05
گیرش,5.128704345014602e-06
میشینه,0.0
تعطیلیاش,1.3896282332820331e-05
میشمره,1.3896282332820331e-05
دنيا؟گفتم,1.3896282332820331e-05
نداره؟,0.0
نه،بزرگ,1.3896282332820331e-05
توي,0.0
بجاي,1.0257408690029203e-05
طويله,1.3896282332820331e-05
میرفت،,5.128704345014602e-06
چراغ‌ها,1.3896282332820331e-05
میداشت،,5.128704345014602e-06
عجیبه,0.0
آدمه،,5.128704345014602e-06
میرفتیم,0.0
هزاران,0.0
انتقال,0.0
دود,0.0
چیزا,0.0
وموبایلو,1.3896282332820331e-05
ایمیلو,1.3896282332820331e-05
آرون,2.7792564665640662e-05
رمزي,1.3896282332820331e-05
٧,2.7792564665640662e-05
ميليارد,5.128704345014602e-06
ميزد,2.0514817380058407e-05
نابغه,4.1688846998461e-05
بریتنی,2.7792564665640662e-05
اسپیرز,2.7792564665640662e-05
نقاشی,0.0
فرشچیان,5.128704345014602e-06
اینستاگرامش,5.128704345014602e-06
همایون,0.0
می‌گیره،,1.0257408690029203e-05
هموطنان,0.0
آریایی,0.0
میتوان,1.5386113035043807e-05
مسافرت‌های,1.0257408690029203e-05
راهور,1.0257408690029203e-05
شناخت,3.0772226070087614e-05
پیرمردای,2.7792564665640662e-05
صدسال,1.0257408690029203e-05
صداسیمامیره,1.3896282332820331e-05
ومیپرسه,1.3896282332820331e-05
رازسلامتیتون,1.3896282332820331e-05
اونام,0.0
ومصرف,1.3896282332820331e-05
لبنیات،,1.3896282332820331e-05
استکان‌های,1.3896282332820331e-05
کمر,0.0
باریک,0.0
‌مزه,1.3896282332820331e-05
صداوسیما,0.0
نگفتن,0.0
تروریستی,5.5585129331281325e-05
مثه,0.0
وی,0.0
زدنت,1.3896282332820331e-05
باش،,1.5386113035043807e-05
دوستاش,0.0
اوردم,0.0
حاجی,0.0
جغد,1.0257408690029203e-05
بزنه؟,0.0
همینجا,0.0
انوشه,5.128704345014602e-06
نماینده,0.0
دریافت,0.0
نمایم,1.3896282332820331e-05
مدرک,1.0257408690029203e-05
اصلیم,2.7792564665640662e-05
بگیرم،,0.0
باها‌ش,1.3896282332820331e-05
شیشه‌های,5.128704345014602e-06
خداروشکر,0.0
یجا,0.0
‏باب,1.3896282332820331e-05
مارلی,2.7792564665640662e-05
بازیگرا,1.3896282332820331e-05
کارگردان‌های,1.3896282332820331e-05
